Vernr;Bokföringsdatum;Registreringsdatum;Konto;Benämning;Ks;Projnr;Verifikationstext;Transaktionsinfo;Debet;Kredit
A704;2023-08-10;2023-08-10;1941;Bank F;;;Sångböcker;;;31630
A704;2023-08-10;2023-08-10;4321;Inköp varor;PRY1;;Sångböcker;;31630;
A705;2023-08-10;2023-08-11;1941;Bank F;;;Kundbet Christopher Moniz (1855);;750;
A705;2023-08-10;2023-08-11;1610;Fordringar;;;Kundbet Christopher Moniz (1855);;;750
A706;2023-08-10;2023-08-11;1941;Bank F;;;Kundbet Christopher Moniz (1856);;250;
A706;2023-08-10;2023-08-11;1610;Fordringar;;;Kundbet Christopher Moniz (1856);;;250
A707;2023-08-11;2023-08-11;1941;Bank F;;;Kundbet Otto Tutzauer (1890);;250;
A707;2023-08-11;2023-08-11;1610;Fordringar;;;Kundbet Otto Tutzauer (1890);;;250
A708;2023-08-11;2023-08-11;1941;Bank F;;;Kundbet Emil Grunning (1884);;485;
A708;2023-08-11;2023-08-11;1610;Fordringar;;;Kundbet Emil Grunning (1884);;;485
A709;2023-08-11;2023-08-11;1941;Bank F;;;Kundbet Lovisa Thorin (1882);;565;
A709;2023-08-11;2023-08-11;1610;Fordringar;;;Kundbet Lovisa Thorin (1882);;;565
A710;2023-08-11;2023-08-11;4321;Inköp varor;FNU1;;Datorryggsäkar FNU;;81046,25;
A710;2023-08-11;2023-08-11;1941;Bank F;;;Datorryggsäkar FNU;;;81046,25
A711;2023-08-11;2023-09-28;5480;Arbetskläder;KUL1;;Arbetskläder + Arrangemang;;500;
A711;2023-08-11;2023-09-28;4210;Arrangemangskostnad;KUL1;;Arbetskläder + Arrangemang;;160,7;
A711;2023-08-11;2023-09-28;1941;Bank F;;;Arbetskläder + Arrangemang;;;660,7
A712;2023-08-11;2023-08-11;1941;Bank F;;;Bokföringsmat;;;77
A712;2023-08-11;2023-08-11;7691;Fika;ADM2;;Bokföringsmat;;77;
A713;2023-06-02;2023-08-11;1944;Bank projekt;;;Diesel;;;865,26
A713;2023-06-02;2023-08-11;5511;Drivmedel;PRY2;;Diesel;;865,26;
A714;2023-06-08;2023-08-11;5510;Reparation och underhåll;PRY2;;Biluppehåll;;145,08;
A714;2023-06-08;2023-08-11;1944;Bank projekt;;;Biluppehåll;;;145,08
A715;2023-06-07;2023-08-11;1944;Bank projekt;;;Biltvätt;;;207,6
A715;2023-06-07;2023-08-11;5510;Reparation och underhåll;PRY2;;Biltvätt;;207,6;
A716;2023-08-11;2023-08-11;1941;Bank F;;;Fordonskatt;;;1671
A716;2023-08-11;2023-08-11;5512;Skatt/försäkring;PRY2;;Fordonskatt;;1671;
A717;2023-08-11;2023-08-11;1941;Bank F;;;Bilförsäkring;;;1985
A717;2023-08-11;2023-08-11;5512;Skatt/försäkring;PRY2;;Bilförsäkring;;1985;
A718;2023-08-11;2023-08-11;1941;Bank F;;;Drönarkörkortskostnad;;;135
A718;2023-08-11;2023-08-11;7695;Arbetskostnad;SAN1;;Drönarkörkortskostnad;;135;
A719;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;118
A719;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;118;
A720;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;379,54
A720;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;379,54;
A721;2023-08-21;2023-08-19;1941;Bank F;;;Adobe-konto;;;2328,3
A721;2023-08-21;2023-08-19;4490;Övriga kostnader;NOL1;;Adobe-konto;;2328,3;
A722;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;129,9
A722;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;129,9;
A723;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;156,97
A723;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;156,97;
A724;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;61,2
A724;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;61,2;
A725;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;151,2
A725;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;151,2;
A726;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;240,75
A726;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;240,75;
A727;2023-08-21;2023-08-19;1941;Bank F;;;Tyg;;;66
A727;2023-08-21;2023-08-19;5460;Förbrukningsmaterial;NOL1;;Tyg;;66;
A728;2023-08-08;2023-08-19;1946;Bank nollning;NOL1;;Klarna*matsmart.se K9075;;;370
A728;2023-08-08;2023-08-19;4311;Inköp mat;NOL1;;Klarna*matsmart.se K9075;;370;
A729;2023-08-21;2023-08-19;1941;Bank F;;;Mötesmat Föset;;;85
A729;2023-08-21;2023-08-19;7691;Fika;ADM2;;Mötesmat Föset;;85;
A730;2023-08-08;2023-08-19;1946;Bank nollning;NOL1;;Klarna*partykungen.se K9075;;;1015
A730;2023-08-08;2023-08-19;5460;Förbrukningsmaterial;NOL1;;Klarna*partykungen.se K9075;;1015;
A731;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;138,13
A731;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;138,13;
A732;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;19
A732;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;19;
A733;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;122,2
A733;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;122,2;
A734;2023-08-17;2023-08-19;1946;Bank nollning;NOL1;;SNABBGROSS MALMÖ K9075;;;3910,97
A734;2023-08-17;2023-08-19;4311;Inköp mat;NOL1;;SNABBGROSS MALMÖ K9075;;3910,97;
A735;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;248,08
A735;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;248,08;
A736;2023-08-21;2023-08-19;1941;Bank F;;;Mötesmat Föset;;;85
A736;2023-08-21;2023-08-19;7691;Fika;ADM2;;Mötesmat Föset;;85;
A737;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;81,95
A737;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;81,95;
A738;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;687
A738;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;687;
A739;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;101,8
A739;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;101,8;
A740;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;155
A740;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;155;
A741;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;59,38
A741;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;59,38;
A742;2023-08-21;2023-08-19;1941;Bank F;;;Pompoms (tull);;;467
A742;2023-08-21;2023-08-19;5460;Förbrukningsmaterial;NOL1;;Pompoms (tull);;467;
A743;2023-08-07;2023-08-19;1946;Bank nollning;NOL1;;BAUHAUS LODDEKOPINGE K9075;;;3751,9
A743;2023-08-07;2023-08-19;5460;Förbrukningsmaterial;NOL1;;BAUHAUS LODDEKOPINGE K9075;;3751,9;
A744;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;188,6
A744;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;188,6;
A745;2023-08-21;2023-08-19;1941;Bank F;;;Outfit;;;345,39
A745;2023-08-21;2023-08-19;5480;Arbetskläder;NOL1;;Outfit;;345,39;
A746;2023-08-21;2023-08-20;1941;Bank F;;;Märken Nollning;;;17182
A746;2023-08-21;2023-08-20;4321;Inköp varor;NOL1;;Märken Nollning;;17182;
A747;2023-08-22;2023-08-22;1945;Bank projekt 2;;;Internöverföring;;;100000
A747;2023-08-22;2023-08-22;1941;Bank F;;;Internöverföring;;100000;
A748;2023-08-22;2023-08-22;1941;Bank F;;;Faddergruppsmat;;;550
A748;2023-08-22;2023-08-22;4311;Inköp mat;NOL1;;Faddergruppsmat;;550;
A749;2023-08-22;2023-08-22;1941;Bank F;;;8,31397E+11;;;10000
A749;2023-08-22;2023-08-22;1944;Bank projekt;;;8,31397E+11;;10000;
A750;2023-08-23;2023-08-23;1946;Bank nollning;NOL1;;JULA SVERIGE AB 428 K4673;;;2232
A750;2023-08-23;2023-08-23;5460;Förbrukningsmaterial;NOL1;;JULA SVERIGE AB 428 K4673;;2232;
A751;2023-08-23;2023-08-23;1946;Bank nollning;NOL1;;SNABBGROSS MALMÖ K4673;;;8960,59
A751;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;SNABBGROSS MALMÖ K4673;;8960,59;
A752;2023-08-23;2023-08-23;1941;Bank F;;;Kol Utskottssafa;;;211,6
A752;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Kol Utskottssafa;;211,6;
A753;2023-08-23;2023-08-23;1941;Bank F;;;Faddergruppsmat;;;574,22
A753;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Faddergruppsmat;;574,22;
A754;2023-08-23;2023-08-23;1941;Bank F;;;Faddergruppsmat;;;530,52
A754;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Faddergruppsmat;;530,52;
A755;2023-08-23;2023-08-23;1941;Bank F;;;Faddergruppsmat;;;159,8
A755;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Faddergruppsmat;;159,8;
A756;2023-08-23;2023-08-23;1941;Bank F;;;Faddergruppsmat;;;550
A756;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Faddergruppsmat;;550;
A757;2023-08-23;2023-08-23;1941;Bank F;;;Faddergruppsmat;;;390,45
A757;2023-08-23;2023-08-23;4311;Inköp mat;NOL1;;Faddergruppsmat;;390,45;
A758;2023-08-14;2023-08-23;4210;Arrangemangskostnad;KUL1;;Minecraft;;191,12;
A758;2023-08-14;2023-08-23;1944;Bank projekt;;;Minecraft;;;191,12
A759;2023-08-23;2023-08-23;1941;Bank F;;;Banbetalning;;;7800
A759;2023-08-23;2023-08-23;5222;Hyra lokal;KUL2;;Banbetalning;;7800;
A760;2023-08-23;2023-08-23;1941;Bank F;;;Banhyra;;;3900
A760;2023-08-23;2023-08-23;5222;Hyra lokal;KUL2;;Banhyra;;3900;
A761;2023-08-23;2023-08-23;1941;Bank F;;;Skumbollar;;;931,86
A761;2023-08-23;2023-08-23;4210;Arrangemangskostnad;KUL2;;Skumbollar;;931,86;
A762;2023-08-23;2023-08-23;1941;Bank F;;;Domänkostnad;;;120
A762;2023-08-23;2023-08-23;5240;Domänkostnader;SAN1;;Domänkostnad;;120;
A763;2023-08-30;2023-08-30;1941;Bank F;;;Engångsartiklar;;;5846
A763;2023-08-30;2023-08-30;5460;Förbrukningsmaterial;PRY1;;Engångsartiklar;;5846;
A764;2023-08-28;2023-08-28;1941;Bank F;;;Faddergruppsmat;;;81,7
A764;2023-08-28;2023-08-28;4311;Inköp mat;NOL1;;Faddergruppsmat;;81,7;
A765;2023-08-28;2023-08-28;1941;Bank F;;;Faddergruppsmat;;;350
A765;2023-08-28;2023-08-28;4311;Inköp mat;NOL1;;Faddergruppsmat;;350;
A766;2023-08-25;2023-08-28;1946;Bank nollning;NOL1;;GRONT O GOTT K4673;;;800
A766;2023-08-25;2023-08-28;5460;Förbrukningsmaterial;NOL1;;GRONT O GOTT K4673;;800;
A767;2023-08-24;2023-08-28;1946;Bank nollning;NOL1;;AXFOOD SNABBGROSS K4673;;;12989,51
A767;2023-08-24;2023-08-28;4311;Inköp mat;NOL1;;AXFOOD SNABBGROSS K4673;;12989,51;
A768;2023-08-24;2023-08-28;1946;Bank nollning;NOL1;;ICA KVANTUM MOBILIA LU K4673;;;472,55
A768;2023-08-24;2023-08-28;4311;Inköp mat;NOL1;;ICA KVANTUM MOBILIA LU K4673;;472,55;
A769;2023-08-28;2023-08-28;1941;Bank F;;;Faddergruppsmat;;;475
A769;2023-08-28;2023-08-28;4311;Inköp mat;NOL1;;Faddergruppsmat;;475;
A770;2023-08-24;2023-08-28;1946;Bank nollning;NOL1;;STORA COOP LUND K9075;;;349,75
A770;2023-08-24;2023-08-28;4311;Inköp mat;NOL1;;STORA COOP LUND K9075;;349,75;
A771;2023-08-23;2023-08-28;1946;Bank nollning;NOL1;;BILTEMA SWEDEN MALMO K4673;;;1535,4
A771;2023-08-23;2023-08-28;5460;Förbrukningsmaterial;NOL1;;BILTEMA SWEDEN MALMO K4673;;1535,4;
A772;2023-08-25;2023-08-28;1946;Bank nollning;NOL1;;ICA KVANTUM MOBILIA LU K9075;;;2798,05
A772;2023-08-25;2023-08-28;4311;Inköp mat;NOL1;;ICA KVANTUM MOBILIA LU K9075;;2798,05;
A773;2023-08-28;2023-08-29;1946;Bank nollning;NOL1;;CIRCLE K LUND MAGISTRA K9075;;;422,75
A773;2023-08-28;2023-08-29;5619;Övriga personbilskostnader;NOL1;;CIRCLE K LUND MAGISTRA K9075;;422,75;
A774;2023-08-28;2023-08-29;1946;Bank nollning;NOL1;;CIRCLE K LUND MAGISTRA K9075;;;1511
A774;2023-08-28;2023-08-29;5619;Övriga personbilskostnader;NOL1;;CIRCLE K LUND MAGISTRA K9075;;1511;
A775;2023-08-24;2023-08-29;1946;Bank nollning;NOL1;;ICA KVANTUM MALMBORGS K9075;;;1487,5
A775;2023-08-24;2023-08-29;4311;Inköp mat;NOL1;;ICA KVANTUM MALMBORGS K9075;;1487,5;
A776;2023-08-24;2023-08-29;1946;Bank nollning;NOL1;;WILLYS LUND K9075;;;757,8
A776;2023-08-24;2023-08-29;4311;Inköp mat;NOL1;;WILLYS LUND K9075;;757,8;
A777;2023-08-29;2023-08-29;1941;Bank F;;;Faddergruppsmat;;;374,94
A777;2023-08-29;2023-08-29;4311;Inköp mat;NOL1;;Faddergruppsmat;;374,94;
A778;2023-06-20;2023-08-29;1942;Bank café;;;Mormors 079943;;;12786
A778;2023-06-20;2023-08-29;4313;Inköp bröd;CAF1;;Mormors 079943;;12786;
A779;2023-06-21;2023-08-29;1942;Bank café;;;2719995;2 inbetalningar i samma rapport;207,58;
A779;2023-06-21;2023-08-29;3510;Pantintäkt;CAF1;;2719995;;;207,58
A780;2023-06-28;2023-08-29;1942;Bank café;;;2719995;;411,61;
A780;2023-06-28;2023-08-29;3510;Pantintäkt;CAF1;;2719995;2 betalningar i en rapport;;411,61
A781;2023-08-23;2023-08-29;1944;Bank projekt;;;ICA KVANTUM MALMBORGS K1665;;;67,8
A781;2023-08-23;2023-08-29;4321;Inköp varor;CAF1;;ICA KVANTUM MALMBORGS K1665;;67,8;
A782;2023-08-30;2023-08-29;1942;Bank café;;;Utlägg caf;;;414,1
A782;2023-08-30;2023-08-29;5460;Förbrukningsmaterial;CAF1;;Utlägg caf;;414,1;
A783;2023-06-07;2023-08-29;1944;Bank projekt;;;ICA KVANTUM MALMBORGS K1665;;;31,8
A783;2023-06-07;2023-08-29;4321;Inköp varor;CAF1;;ICA KVANTUM MALMBORGS K1665;;31,8;
A784;2023-08-30;2023-08-29;1942;Bank café;;;Utlägg caf;;;548,5
A784;2023-08-30;2023-08-29;4321;Inköp varor;CAF1;;Utlägg caf;;544;
A784;2023-08-30;2023-08-29;5460;Förbrukningsmaterial;CAF1;;Utlägg caf;kasse;4,5;
A785;2023-08-30;2023-08-29;1942;Bank café;;;Utlägg caf;;;51,8
A785;2023-08-30;2023-08-29;4321;Inköp varor;CAF1;;Utlägg caf;;51,8;
A786;2023-08-29;2023-09-03;3800;Internt (biljetter och försäljning);CAF1;;Kulturministeriet;fynktionärstack VT23 hela sektionen;;3395
A786;2023-08-29;2023-09-03;4210;Arrangemangskostnad;KUL1;;Kulturministeriet;;3395;
A787;2023-08-30;2023-08-30;1941;Bank F;;;Faddergruppsmat;;;131,94
A787;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Faddergruppsmat;;131,94;
A788;2023-08-30;2023-08-30;1941;Bank F;;;Faddergruppsmat;;;418,06
A788;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Faddergruppsmat;;418,06;
A789;2023-08-30;2023-08-30;1942;Bank café;;;Internöverföring;;;150000
A789;2023-08-30;2023-08-30;1944;Bank projekt;;;Internöverföring;;50000;
A789;2023-08-30;2023-08-30;1941;Bank F;;;Internöverföring;;100000;
A790;2023-08-30;2023-08-30;1941;Bank F;;;Jobbarmat;;;37,8
A790;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Jobbarmat;;37,8;
A791;2023-08-30;2023-08-30;1941;Bank F;;;Campetmat;;;179
A791;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Campetmat;;179;
A792;2023-08-30;2023-08-30;1941;Bank F;;;Jobbargodis;;;190,15
A792;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Jobbargodis;;190,15;
A793;2023-08-30;2023-08-30;1941;Bank F;;;Jobbarsnacks;;;1575,04
A793;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Jobbarsnacks;;1575,04;
A794;2023-08-30;2023-08-30;1941;Bank F;;;Campetmat;;;89
A794;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Campetmat;;89;
A795;2023-08-30;2023-08-30;1941;Bank F;;;Campetmat;;;449,9
A795;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Campetmat;;449,9;
A796;2023-08-30;2023-08-30;1941;Bank F;;;Faddergruppsmat;;;550
A796;2023-08-30;2023-08-30;4311;Inköp mat;NOL1;;Faddergruppsmat;;550;
A797;2023-08-17;2023-08-31;1943;Bank sexmästeriet;;;WILLYS LUND K6612;;;359,1
A797;2023-08-17;2023-08-31;4412;Inköp pubdryck;SEX1;;WILLYS LUND K6612;;359,1;
A798;2023-08-21;2023-08-31;1943;Bank sexmästeriet;;;DSB REJSECENTER Koebenhavn V;;;3973,59
A798;2023-08-21;2023-08-31;7692;Utskottstack;SEX1;;DSB REJSECENTER Koebenhavn V;;3973,59;
A799;2023-08-21;2023-08-31;1943;Bank sexmästeriet;;;NYA KNUTPUNKTEN K7490;;;3240
A799;2023-08-21;2023-08-31;7692;Utskottstack;SEX1;;NYA KNUTPUNKTEN K7490;;3240;
A800;2023-08-09;2023-08-31;1943;Bank sexmästeriet;;;ERIKSHJALPEN KU K7682;;;253
A800;2023-08-09;2023-08-31;4321;Inköp varor;SEX1;;ERIKSHJALPEN KU K7682;;253;
A801;2023-08-23;2023-08-31;1943;Bank sexmästeriet;;;ERIKSHJALPEN SECOND HA K7682;;;228
A801;2023-08-23;2023-08-31;4321;Inköp varor;SEX1;;ERIKSHJALPEN SECOND HA K7682;;228;
A802;2023-08-09;2023-08-31;1943;Bank sexmästeriet;;;SECOND HAND KUNGSBACKA K7682;;;110
A802;2023-08-09;2023-08-31;4321;Inköp varor;SEX1;;SECOND HAND KUNGSBACKA K7682;;110;
A803;2023-08-18;2023-08-31;1943;Bank sexmästeriet;;;COOP MÅRTENSTORGET K9173;;;419,1
A803;2023-08-18;2023-08-31;4311;Inköp mat;SEX1;;COOP MÅRTENSTORGET K9173;;419,1;
A804;2023-08-17;2023-08-31;1943;Bank sexmästeriet;;;Kitchenlab AB K9173;;;1537
A804;2023-08-17;2023-08-31;6610;Inköp inventarier;SEX1;;Kitchenlab AB K9173;;1537;
A805;2023-08-25;2023-08-31;1943;Bank sexmästeriet;;;WILLYS LUND K9173;;;172,94
A805;2023-08-25;2023-08-31;4311;Inköp mat;SEX1;;WILLYS LUND K9173;;172,94;
A806;2023-08-18;2023-08-31;1943;Bank sexmästeriet;;;WILLYS LUND K9173;;;1104,7
A806;2023-08-18;2023-08-31;4311;Inköp mat;SEX1;;WILLYS LUND K9173;;1104,7;
A807;2023-08-23;2023-08-31;1943;Bank sexmästeriet;;;AXFOOD SNABBGROSS K9173;;;12150,11
A807;2023-08-23;2023-08-31;4311;Inköp mat;SEX1;;AXFOOD SNABBGROSS K9173;;12150,11;
A808;2023-08-31;2023-10-10;1941;Bank F;;;Tryckerikostnader;;;2470
A808;2023-08-31;2023-10-10;6150;Tryckkostnader;NOL1;;Tryckerikostnader;;2234,32;
A808;2023-08-31;2023-10-10;6150;Tryckkostnader;SAN1;;Tryckerikostnader;;235,68;
A809;2023-08-31;2023-08-31;1941;Bank F;;;Busscampet;;;43245
A809;2023-08-31;2023-08-31;5822;Hyra av transport/fordon;NOL1;;Busscampet;;43245;
A810;2023-08-29;2023-09-20;1942;Bank café;;;Zettle Komplett Lp1 Lv0;;234112;
A810;2023-08-29;2023-09-20;6571;Transaktionsavgifter;ADM1;;Zettle Komplett Lp1 Lv0;;;4638,21
A810;2023-08-29;2023-09-20;3010;Försäljning;PRY1;;Zettle Komplett Lp1 Lv0;;;107340
A810;2023-08-29;2023-09-20;3010;Försäljning;NOL1;;Zettle Komplett Lp1 Lv0;;;9763,79
A810;2023-08-29;2023-09-20;3110;Biljetter;SEX1;;Zettle Komplett Lp1 Lv0;;;23670
A810;2023-08-29;2023-09-20;3121;Dryckesförsäljning;SEX1;;Zettle Komplett Lp1 Lv0;;;20610
A810;2023-08-29;2023-09-20;3004;Externa intäkt ;NOL1;;Zettle Komplett Lp1 Lv0;;;31150
A810;2023-08-29;2023-09-20;3110;Biljetter;NOL1;;Zettle Komplett Lp1 Lv0;;;36940
A811;2023-08-31;2023-08-31;1941;Bank F;;;Faddergruppsmat;;;627
A811;2023-08-31;2023-08-31;4311;Inköp mat;NOL1;;Faddergruppsmat;;627;
A812;2023-08-31;2023-08-31;1941;Bank F;;;Faddergruppsmat;;;550
A812;2023-08-31;2023-08-31;4311;Inköp mat;NOL1;;Faddergruppsmat;;550;
A813;2023-08-31;2023-08-31;1941;Bank F;;;Brodyr;;;6168,75
A813;2023-08-31;2023-08-31;5480;Arbetskläder;ADM2;;Brodyr;;4275;
A813;2023-08-31;2023-08-31;5480;Arbetskläder;ADM2;;Brodyr;;1893,75;
A814;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;504
A814;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;504;
A815;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;118,91
A815;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;118,91;
A816;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;77,9
A816;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;77,9;
A817;2023-09-04;2023-09-03;1941;Bank F;;;Material;;;105
A817;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Material;;105;
A818;2023-09-01;2023-09-03;1946;Bank nollning;NOL1;;ICA KVANTUM MALMBORGS K4673;;;216,8
A818;2023-09-01;2023-09-03;4311;Inköp mat;NOL1;;ICA KVANTUM MALMBORGS K4673;;216,8;
A819;2023-08-29;2023-09-03;1946;Bank nollning;NOL1;;SNABBGROSS MALMÖ K9075;;;374,5
A819;2023-08-29;2023-09-03;4311;Inköp mat;NOL1;;SNABBGROSS MALMÖ K9075;;374,5;
A820;2023-08-29;2023-09-03;1946;Bank nollning;NOL1;;SNABBGROSS MALMÖ K9075;;;10327,1
A820;2023-08-29;2023-09-03;4311;Inköp mat;NOL1;;SNABBGROSS MALMÖ K9075;;10327,1;
A821;2023-09-04;2023-09-03;1941;Bank F;;;Marschaller;;;497,3
A821;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Marschaller;;497,3;
A822;2023-09-04;2023-09-03;1941;Bank F;;;Ved;;;899,1
A822;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Ved;;899,1;
A823;2023-09-04;2023-09-03;1941;Bank F;;;Camp Blandat;;;374,4
A823;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Camp Blandat;;374,4;
A824;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;548,04
A824;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;548,04;
A825;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;700
A825;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;700;
A826;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;493,2
A826;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;493,2;
A827;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;85,6
A827;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;85,6;
A828;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;515,24
A828;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;515,24;
A829;2023-09-04;2023-09-03;1941;Bank F;;;Faddergruppsmat;;;434,04
A829;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Faddergruppsmat;;434,04;
A830;2023-09-04;2023-09-03;1941;Bank F;;;Camp Frukost;;;27,8
A830;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Camp Frukost;;27,8;
A831;2023-09-04;2023-09-03;1941;Bank F;;;Camp Batterier;;;134,8
A831;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Camp Batterier;;134,8;
A832;2023-09-04;2023-09-03;1941;Bank F;;;Camp Städning;;;125,6
A832;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Camp Städning;;125,6;
A833;2023-09-04;2023-09-03;1941;Bank F;;;Camp Drivmedel;;;279
A833;2023-09-04;2023-09-03;5460;Förbrukningsmaterial;NOL1;;Camp Drivmedel;;279;
A834;2023-09-04;2023-09-03;1941;Bank F;;;Camp Jobbargodis;;;141
A834;2023-09-04;2023-09-03;4311;Inköp mat;NOL1;;Camp Jobbargodis;;141;
A835;2023-08-30;2023-09-03;1943;Bank sexmästeriet;;;OOB LUND 115 K7682;;;474
A835;2023-08-30;2023-09-03;4321;Inköp varor;SEX1;;OOB LUND 115 K7682;;474;
A836;2023-08-30;2023-09-03;1943;Bank sexmästeriet;;;MYRORNA LUND 32 K7682;;;178
A836;2023-08-30;2023-09-03;4321;Inköp varor;SEX1;;MYRORNA LUND 32 K7682;;178;
A837;2023-08-24;2023-09-03;1943;Bank sexmästeriet;;;ERIKSHJALPEN SECONDHAN K7682;;;431
A837;2023-08-24;2023-09-03;4321;Inköp varor;SEX1;;ERIKSHJALPEN SECONDHAN K7682;;431;
A838;2023-08-25;2023-09-03;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K9173;;;277,9
A838;2023-08-25;2023-09-03;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K9173;;277,9;
A839;2023-08-25;2023-09-03;1943;Bank sexmästeriet;;;BRODER JAKOBS K9173;;;855
A839;2023-08-25;2023-09-03;4311;Inköp mat;SEX1;;BRODER JAKOBS K9173;;855;
A840;2023-08-25;2023-09-03;1943;Bank sexmästeriet;;;ICA KVANTUM MALMBORGS K6612;;;165,9
A840;2023-08-25;2023-09-03;4321;Inköp varor;SEX1;;ICA KVANTUM MALMBORGS K6612;;62,7;
A840;2023-08-25;2023-09-03;4311;Inköp mat;SEX1;;ICA KVANTUM MALMBORGS K6612;;103,2;
A841;2023-09-05;2023-09-05;1941;Bank F;;;Nano Heltid;;;500
A841;2023-09-05;2023-09-05;7111;Styrelsen disponibelt;ADM1;;Nano Heltid;;500;
A842;2023-09-05;2023-09-05;1941;Bank F;;;Tack Valleb;;;650
A842;2023-09-05;2023-09-05;7692;Utskottstack;ADM2;;Tack Valleb;;650;
